Rain,Temperature,RH,DewPoint,WindSpeed,GustSpeed,WindDirection,PLANTA,FRUTO,INCIDENCIA,SEVERIDAD (%)
0,25.6011597222222,80.9573645833333,21.5445902777778,0.0399305555555556,0.626736111111111,188.510416666667,1,1,0,0
0,25.6011597222222,80.9573645833333,21.5445902777778,0.0399305555555556,0.626736111111111,188.510416666667,1,2,0,0
0,25.6011597222222,80.9573645833333,21.5445902777778,0.0399305555555556,0.626736111111111,188.510416666667,1,3,0,0
0,25.6011597222222,80.9573645833333,21.5445902777778,0.0399305555555556,0.626736111111111,188.510416666667,1,4,0,0
0,25.6011597222222,80.9573645833333,21.5445902777778,0.0399305555555556,0.626736111111111,188.510416666667,1,5,0,0
0,25.6011597222222,80.9573645833333,21.5445902777778,0.0399305555555556,0.626736111111111,188.510416666667,1,6,0,0
0,25.6011597222222,80.9573645833333,21.5445902777778,0.0399305555555556,0.626736111111111,188.510416666667,1,7,0,0
0,25.6011597222222,80.9573645833333,21.5445902777778,0.0399305555555556,0.626736111111111,188.510416666667,1,8,0,0
0,25.6011597222222,80.9573645833333,21.5445902777778,0.0399305555555556,0.626736111111111,188.510416666667,1,9,0,0
0,25.6011597222222,80.9573645833333,21.5445902777778,0.0399305555555556,0.626736111111111,188.510416666667,1,10,0,0
0,25.6011597222222,80.9573645833333,21.5445902777778,0.0399305555555556,0.626736111111111,188.510416666667,2,1,0,0
0,25.6011597222222,80.9573645833333,21.5445902777778,0.0399305555555556,0.626736111111111,188.510416666667,2,2,1,45
0,25.6011597222222,80.9573645833333,21.5445902777778,0.0399305555555556,0.626736111111111,188.510416666667,2,3,0,0
0,25.6011597222222,80.9573645833333,21.5445902777778,0.0399305555555556,0.626736111111111,188.510416666667,2,4,0,0
0,25.6011597222222,80.9573645833333,21.5445902777778,0.0399305555555556,0.626736111111111,188.510416666667,2,5,1,40
0,25.6011597222222,80.9573645833333,21.5445902777778,0.0399305555555556,0.626736111111111,188.510416666667,2,6,1,75
0,25.6011597222222,80.9573645833333,21.5445902777778,0.0399305555555556,0.626736111111111,188.510416666667,2,7,0,0
0,25.6011597222222,80.9573645833333,21.5445902777778,0.0399305555555556,0.626736111111111,188.510416666667,2,8,0,0
0,25.6011597222222,80.9573645833333,21.5445902777778,0.0399305555555556,0.626736111111111,188.510416666667,2,9,0,0
0,25.6011597222222,80.9573645833333,21.5445902777778,0.0399305555555556,0.626736111111111,188.510416666667,2,10,0,0
0,25.6011597222222,80.9573645833333,21.5445902777778,0.0399305555555556,0.626736111111111,188.510416666667,3,1,0,0
0,25.6011597222222,80.9573645833333,21.5445902777778,0.0399305555555556,0.626736111111111,188.510416666667,3,2,0,0
0,25.6011597222222,80.9573645833333,21.5445902777778,0.0399305555555556,0.626736111111111,188.510416666667,3,3,0,0
0,25.6011597222222,80.9573645833333,21.5445902777778,0.0399305555555556,0.626736111111111,188.510416666667,3,4,0,0
0,25.6011597222222,80.9573645833333,21.5445902777778,0.0399305555555556,0.626736111111111,188.510416666667,3,5,0,0
0,25.6011597222222,80.9573645833333,21.5445902777778,0.0399305555555556,0.626736111111111,188.510416666667,3,6,0,0
0,25.6011597222222,80.9573645833333,21.5445902777778,0.0399305555555556,0.626736111111111,188.510416666667,3,7,0,0
0,25.6011597222222,80.9573645833333,21.5445902777778,0.0399305555555556,0.626736111111111,188.510416666667,3,8,0,0
0,25.6011597222222,80.9573645833333,21.5445902777778,0.0399305555555556,0.626736111111111,188.510416666667,3,9,1,70
0,25.6011597222222,80.9573645833333,21.5445902777778,0.0399305555555556,0.626736111111111,188.510416666667,3,10,0,0
0,25.6011597222222,80.9573645833333,21.5445902777778,0.0399305555555556,0.626736111111111,188.510416666667,4,1,0,0
0,25.6011597222222,80.9573645833333,21.5445902777778,0.0399305555555556,0.626736111111111,188.510416666667,4,2,0,0
