Rain,Temperature,RH,DewPoint,WindSpeed,GustSpeed,WindDirection,PLANTA,FRUTO,INCIDENCIA,SEVERIDAD (%)
0,23.6947743055555,79.2865138888889,19.0806388888889,0.192708333333333,0.90625,165.166666666667,1,1,0,0
0,23.6947743055555,79.2865138888889,19.0806388888889,0.192708333333333,0.90625,165.166666666667,1,2,0,0
0,23.6947743055555,79.2865138888889,19.0806388888889,0.192708333333333,0.90625,165.166666666667,1,3,1,10
0,23.6947743055555,79.2865138888889,19.0806388888889,0.192708333333333,0.90625,165.166666666667,1,4,0,0
0,23.6947743055555,79.2865138888889,19.0806388888889,0.192708333333333,0.90625,165.166666666667,1,5,0,0
0,23.6947743055555,79.2865138888889,19.0806388888889,0.192708333333333,0.90625,165.166666666667,1,6,0,0
0,23.6947743055555,79.2865138888889,19.0806388888889,0.192708333333333,0.90625,165.166666666667,1,7,0,0
0,23.6947743055555,79.2865138888889,19.0806388888889,0.192708333333333,0.90625,165.166666666667,1,8,0,0
0,23.6947743055555,79.2865138888889,19.0806388888889,0.192708333333333,0.90625,165.166666666667,1,9,1,90
0,23.6947743055555,79.2865138888889,19.0806388888889,0.192708333333333,0.90625,165.166666666667,1,10,0,0
0,23.6947743055555,79.2865138888889,19.0806388888889,0.192708333333333,0.90625,165.166666666667,2,1,0,0
0,23.6947743055555,79.2865138888889,19.0806388888889,0.192708333333333,0.90625,165.166666666667,2,2,0,0
0,23.6947743055555,79.2865138888889,19.0806388888889,0.192708333333333,0.90625,165.166666666667,2,3,0,0
0,23.6947743055555,79.2865138888889,19.0806388888889,0.192708333333333,0.90625,165.166666666667,2,4,1,100
0,23.6947743055555,79.2865138888889,19.0806388888889,0.192708333333333,0.90625,165.166666666667,2,5,0,0
0,23.6947743055555,79.2865138888889,19.0806388888889,0.192708333333333,0.90625,165.166666666667,2,6,1,80
0,23.6947743055555,79.2865138888889,19.0806388888889,0.192708333333333,0.90625,165.166666666667,2,7,1,100
0,23.6947743055555,79.2865138888889,19.0806388888889,0.192708333333333,0.90625,165.166666666667,2,8,0,0
0,23.6947743055555,79.2865138888889,19.0806388888889,0.192708333333333,0.90625,165.166666666667,2,9,0,0
0,23.6947743055555,79.2865138888889,19.0806388888889,0.192708333333333,0.90625,165.166666666667,2,10,0,0
0,23.6947743055555,79.2865138888889,19.0806388888889,0.192708333333333,0.90625,165.166666666667,3,1,0,0
0,23.6947743055555,79.2865138888889,19.0806388888889,0.192708333333333,0.90625,165.166666666667,3,2,0,0
0,23.6947743055555,79.2865138888889,19.0806388888889,0.192708333333333,0.90625,165.166666666667,3,3,0,0
0,23.6947743055555,79.2865138888889,19.0806388888889,0.192708333333333,0.90625,165.166666666667,3,4,0,0
0,23.6947743055555,79.2865138888889,19.0806388888889,0.192708333333333,0.90625,165.166666666667,3,5,0,0
0,23.6947743055555,79.2865138888889,19.0806388888889,0.192708333333333,0.90625,165.166666666667,3,6,0,0
0,23.6947743055555,79.2865138888889,19.0806388888889,0.192708333333333,0.90625,165.166666666667,3,7,1,50
0,23.6947743055555,79.2865138888889,19.0806388888889,0.192708333333333,0.90625,165.166666666667,3,8,0,0
0,23.6947743055555,79.2865138888889,19.0806388888889,0.192708333333333,0.90625,165.166666666667,3,9,0,0
